653,871
771,273
425,1031
139,899
568,146
262,351
405,229
251,514
416,424
258,55
981,357
646,746
666,323
10,419
319,722
902,830
472,99
721,699
261,487
478,430
852,983
923,254
564,600
743,985
312,25
385,822
293,582
846,560
829,1013
82,46
952,22
684,430
1,995
720,956
787,497
985,383
734,376
92,501
683,953
931,408
889,58
639,375
82,73
220,826
544,590
116,488
908,83
812,279
589,296
149,741
13,828
716,374
107,618
960,54
339,567
800,1036
656,55
226,180
84,348
665,396
718,590
653,678
504,121
280,55
528,511
931,645
754,563
411,557
2,930
673,1044
867,594
210,784
926,465
460,785
191,816
568,735
927,429
265,858
211,170
21,132
377,934
771,284
411,644
792,44
529,129
117,1007
24,851
958,369
565,518
537,842
616,650
724,25
728,183
351,593
157,326
266,23
732,354
893,196
497,1050
363,853
700,407
169,276
941,253
223,42
317,163
660,401
306,470
340,106
504,584
589,1032
859,866
746,285
641,1016
653,91
623,491
803,38
358,379
383,605
356,41
806,263
442,995
376,932
494,1041
854,852
984,97
505,851
36,70
862,382
960,829
75,112
170,335
913,413
641,254
68,513
673,643
333,1000
801,126
993,1003
721,733
363,846
155,162
64,668
524,1043
185,579
526,797
579,480
200,120
609,237
427,146
271,481
82,320
778,1022
867,548
28,982
274,137
631,173
248,733
233,702
923,1042
175,890
308,20
974,576
793,424
321,74
26,498
430,533
432,909
877,903
811,76
702,76
204,2
155,942
377,314
258,408
550,436
713,830
314,957
711,654
215,228
23,181
859,860
145,873
388,987
787,1017
516,95
344,617
475,321
198,399
641,1006
2,704
995,883
298,495
910,790
834,336
446,763
359,357
640,779
253,940
806,919
263,375
975,311
82,41
869,387
402,138
191,360
350,59
20,1008
454,913
156,29
761,497
506,56
217,283
453,832
185,255
1000,811
567,328
580,887
548,1035
215,1003
227,209
879,80
388,17
737,920
333,719
662,75
394,1050
242,836
351,685
941,229
41,574
169,112
586,290
468,726
987,418
628,137
467,80
558,273
614,482
137,844
988,916
703,156
483,331
94,625
953,649
550,148
74,509
79,982
119,407
156,333
888,680
292,660
24,358
478,961
65,916
690,242
542,392
961,1010
187,753
461,965
493,528
571,595
750,516
962,881
942,653
966,359
341,2
950,716
445,334
220,959
216,286
900,495
813,1000
438,563
778,550
385,185
988,861
181,153
515,859
77,320
545,882
459,52
392,335
925,838
784,517
628,522
660,91
387,353
202,525
602,352
994,134
9,116
222,167
458,684
960,590
602,51
875,354
260,641
424,1001
120,528
895,819
946,369
329,636
99,136
161,299
955,61
535,307
223,131
926,551
602,248
366,707
895,796
499,310
327,450
349,525
588,367
879,806
804,386
321,598
442,751
44,548
168,161
706,639
955,195
705,213
666,1031
463,818
385,724
545,923
969,1007
944,395
350,987
364,151
980,153
977,829
986,239
821,734
78,252
80,164
290,601
65,226
51,610
522,795
401,52
202,685
734,982
96,506
551,350
904,231
892,1018
884,58
326,810
464,294
241,393
250,2
418,229
310,249
156,769
951,959
67,493
178,568
683,1026
363,78
720,654
449,606
126,815
500,424
624,807
173,691
781,677
152,734
292,409
275,650
632,963
834,736
157,844
776,144
162,708
41,555
328,869
201,763
706,264
798,699
792,908
46,1016
557,851
928,912
952,535
620,1013
46,900
92,231
18,686
769,128
894,465
544,659
109,391
321,654
735,1017
714,341
340,867
267,430
277,295
690,971
25,955
509,278
826,564
703,464
710,590
44,377
93,822
765,911
470,423
372,368
853,234
181,271
163,115
945,407
207,486
985,934
666,194
879,634
518,894
609,122
196,353
57,516
842,650
311,361
556,470
140,361
878,952
500,930
147,340
909,854
256,696
475,737
841,509
873,463
476,818
835,606
123,456
529,5
935,765
889,653
795,557
241,344
953,719
756,957
936,364
37,923
429,857
751,1033
180,962
938,837
792,674
661,414
872,218
756,273
592,256
590,1030
369,844
699,949
600,430
433,472
846,334
689,772
371,603
929,929
486,213
355,1000
446,670
27,432
972,213
574,298
957,394
657,692
542,318
919,198
883,553
574,437
328,253
66,133
714,110
849,674
454,78
405,823
228,857
563,87
764,154
989,660
450,436
637,177
755,451
171,248
652,535
736,755
444,498
169,927
467,961
35,597
81,623
917,194
614,30
609,20
688,97
797,558
667,620
169,584
574,965
818,69
629,1047
719,368
786,1022
456,183
264,761
158,286
709,190
893,414
424,402
846,168
766,240
197,10
300,1032
942,87
808,235
10,679
920,54
241,930
476,189
405,625
112,586
105,428
323,816
232,16
20,535
617,111
262,32
796,140
866,429
448,1010
775,900
762,244
780,761
164,84
487,533
287,126
309,646
21,322
221,220
79,756
888,193
703,594
59,1032
222,843
104,609
995,735
529,517
261,16
522,794
439,973
558,898
94,121
687,490
459,662
719,718
566,364
231,196
163,959
649,610
950,1012
979,176
684,1028
774,442
506,240
997,760
930,173
553,950
15,644
405,138
947,869
399,1048
61,561
937,94
927,664
271,522
387,241
631,314
714,988
551,573
95,757
24,188
628,477
56,749
442,975
139,328
74,150
138,72
985,1030
758,81
503,109
178,805
919,630
391,585
319,143
355,620
949,333
792,309
836,352
500,984
764,589
640,1030
291,1005
299,363
12,855
806,112
568,210
107,218
184,626
279,729
761,922
524,557
885,4
144,713
388,194
130,1038
391,1032
374,19
117,187
381,372
59,345
70,348
491,1002
166,600
766,7
897,635
